dropped_month,diff,sign_flipped
2004-12-31,-0.9966556288952713,False
2005-01-31,-0.9938298476605605,False
2005-02-28,-1.023707512144115,False
2005-03-31,-1.0364972903345249,False
2005-04-30,-1.0243645803648327,False
2005-05-31,-1.0065680611715369,False
2005-06-30,-1.0279101914344126,False
2005-07-31,-1.0068640214137643,False
2005-08-31,-0.9935594860576289,False
2005-09-30,-1.0432903721579325,False
2005-10-31,-1.0252444566142147,False
2005-11-30,-1.0197089599825446,False
2006-12-31,-1.0256860214013321,False
2007-01-31,-1.0437759395154416,False
2007-02-28,-1.0016232249074815,False
2007-03-31,-1.0308426588532766,False
2007-04-30,-1.0323264557666816,False
2007-05-31,-1.0232708149247245,False
2007-06-30,-0.99832334379206,False
2007-09-30,-0.9805673968717972,False
2007-10-31,-1.0166385031038823,False
2007-11-30,-0.9684339010813199,False
2007-12-31,-1.1401371885965,False
2008-01-31,-0.9716440195927558,False
2008-02-29,-0.9866351307527688,False
2008-03-31,-1.0319829958209445,False
2008-04-30,-0.9942816637408249,False
2008-05-31,-0.9356117758289131,False
2008-06-30,-1.0943183082934502,False
2008-07-31,-1.0865310575396239,False
2008-08-31,-1.0199227637921342,False
2008-09-30,-0.9598001662526592,False
2008-10-31,-0.9636266016977535,False
2008-11-30,-1.0952328996671066,False
2008-12-31,-1.0118477507017216,False
2009-01-31,-1.0538670930904643,False
2009-02-28,-0.9554519536446525,False
2009-03-31,-0.822955290637516,False
2009-04-30,-0.9512909504828626,False
2009-05-31,-1.0611779650671591,False
2009-06-30,-0.9910639953201472,False
2009-07-31,-0.9707226497650988,False
2009-08-31,-0.9956908825346378,False
2009-09-30,-1.0420427695100236,False
2009-10-31,-1.0241452876513573,False
2009-11-30,-0.9980440111229281,False
2009-12-31,-0.9928390223950696,False
2010-01-31,-1.0495236286143186,False
2010-02-28,-1.0487149149021673,False
2010-03-31,-1.0460986808551331,False
2010-04-30,-1.024197980621219,False
2010-05-31,-1.008536989394007,False
2010-06-30,-1.036722485512708,False
2010-07-31,-1.0249578415796283,False
2010-08-31,-1.0339920017842514,False
2010-09-30,-1.0349650194818134,False
2010-10-31,-1.0429035183199216,False
2010-11-30,-1.006707578741219,False
2010-12-31,-1.0234394774014897,False
2011-01-31,-1.0375061029344168,False
2011-02-28,-1.0476393660825094,False
2011-03-31,-1.0257190720154432,False
2011-04-30,-1.0216748511810523,False
2011-05-31,-1.037048802817787,False
2011-06-30,-1.0264180797086424,False
2011-07-31,-1.0236921616702206,False
2011-08-31,-1.0106188264553282,False
2011-09-30,-1.0162370810053636,False
2011-10-31,-1.0505370181518545,False
2011-11-30,-1.0371140987975653,False
2011-12-31,-0.9770492015544968,False
2012-01-31,-1.0236921616702206,False
2012-02-29,-1.0337976826162145,False
2012-03-31,-1.0500637561710917,False
2012-04-30,-1.0685727694486042,False
2012-05-31,-1.0183542100192577,False
2012-06-30,-1.0448306970280032,False
2012-07-31,-1.0107415737365506,False
2012-08-31,-1.0181669985107122,False
2012-09-30,-1.025782570071292,False
2012-10-31,-1.0287139688945053,False
2012-11-30,-1.0071338212921608,False
2012-12-31,-1.0142535664995314,False
2013-01-31,-1.0332799588101853,False
2013-02-28,-1.0376368581149524,False
2013-03-31,-1.026545297428665,False
2013-04-30,-1.0127715785421516,False
2013-05-31,-1.0290338515646367,False
2013-06-30,-1.03659203432874,False
2013-07-31,-1.0256555835517802,False
2013-08-31,-1.0450972864320032,False
2013-09-30,-1.025782570071292,False
2013-10-31,-1.027628217183677,False
2013-11-30,-1.025465175645447,False
2013-12-31,-1.0109660812503674,False
2014-01-31,-1.00578161065939,False
2014-02-28,-1.0690630886248904,False
2014-03-31,-1.0777052095497235,False
2014-04-30,-1.0188563952621252,False
2014-05-31,-1.021318970249869,False
2014-06-30,-1.0307290075544333,False
2014-07-31,-1.019282147965507,False
2014-08-31,-1.0214268371625903,False
2014-09-30,-1.0315260257659302,False
2014-10-31,-1.020888169766443,False
2014-11-30,-1.0170587232287023,False
2014-12-31,-1.0496585863911745,False
2015-01-31,-1.007499471047652,False
2015-02-28,-1.0429698102520062,False
2015-03-31,-0.981395621142583,False
2015-04-30,-1.06369564299665,False
2015-05-31,-1.044897326722737,False
2015-06-30,-1.095161679919681,False
2015-07-31,-1.0119092819945892,False
2015-08-31,-1.0602037219965386,False
2015-09-30,-1.0049456745137904,False
2015-10-31,-1.040195386403846,False
2015-11-30,-1.047035732708637,False
2015-12-31,-1.0348351463625791,False
2016-01-31,-0.9984979502268627,False
2016-02-29,-0.9944413736721411,False
2016-03-31,-0.98882350228566,False
2016-04-30,-1.0342512410855003,False
2016-05-31,-1.052504205291807,False
2016-06-30,-1.0044001577160815,False
2016-07-31,-1.0039157570756947,False
2016-08-31,-1.0267998491017092,False
2016-09-30,-1.0216427713401635,False
2016-10-31,-0.9962272676245651,False
2016-11-30,-1.0236921616702206,False
2016-12-31,-1.0390914148192887,False
2017-01-31,-1.0464676418552599,False
2017-02-28,-1.0395668037345334,False
2017-03-31,-1.0228351940791107,False
2017-04-30,-1.0124936908062094,False
2017-05-31,-1.029709264515947,False
2017-06-30,-1.0109660812503674,False
2017-07-31,-0.9944628152239987,False
2017-08-31,-1.044140886329677,False
2017-09-30,-0.9867204448933136,False
2017-10-31,-1.0389727475681567,False
2017-11-30,-1.0469608965632735,False
2017-12-31,-0.9882662984751331,False
2018-01-31,-0.9923050052117908,False
2018-02-28,-1.04256421963411,False
2018-03-31,-1.02348902886839,False
2018-04-30,-0.9895693054672876,False
2018-05-31,-1.056046069776806,False
2018-06-30,-1.0452397050370654,False
2018-07-31,-0.9777696617253413,False
2018-08-31,-1.0295963056413948,False
2018-09-30,-1.0523392592530407,False
2018-10-31,-1.0451173187891427,False
2018-11-30,-1.0098550114060934,False
2018-12-31,-1.156142418422263,False
2019-01-31,-1.02013683310195,False
2019-02-28,-1.004706819760594,False
2019-03-31,-1.0641916958706545,False
2019-04-30,-0.961622909411902,False
2019-05-31,-1.055659595004016,False
2019-06-30,-0.9984165775839899,False
2019-07-31,-0.9622185091583908,False
2019-08-31,-1.1219319410187722,False
2019-09-30,-1.0270172461704117,False
2019-10-31,-1.0602122416542583,False
2019-11-30,-1.0554023330980742,False
2019-12-31,-1.0655253327982854,False
2020-01-31,-1.0237553561570407,False
2020-02-29,-1.0812657484931623,False
2020-03-31,-0.9910639953201473,False
2020-04-30,-1.0267946936671253,False
2020-05-31,-1.0384987973443363,False
2020-06-30,-0.9607058143272191,False
2020-07-31,-1.0280749465010712,False
2020-08-31,-1.0460318381608984,False
2020-09-30,-1.0060993085249241,False
2020-10-31,-0.9509541785807073,False
2020-11-30,-1.0112328845740424,False
2020-12-31,-0.9858699825821731,False
2021-01-31,-1.143963052750287,False
2021-02-28,-0.9881765414720153,False
2021-03-31,-1.0331506322354609,False
2021-04-30,-1.028905868687731,False
2021-05-31,-1.0386844766277732,False
2021-06-30,-1.0117247125368225,False
2021-07-31,-1.0423735972547625,False
2021-08-31,-1.0345106489028044,False
2021-09-30,-1.0469017244097254,False
2021-10-31,-1.0314731545199585,False
2021-11-30,-1.0103734280595489,False
2021-12-31,-1.0101894632136035,False
2022-01-31,-1.0357451517270717,False
2022-02-28,-1.0442980820773469,False
2022-03-31,-1.0582632511583436,False
2022-04-30,-1.041646153249474,False
2022-05-31,-1.0321175136354006,False
2025-04-30,-1.0049016707889933,False
