factor,state,n,ann_mean,ann_std,sharpe,excess_sharpe,sharpe_p05,sharpe_p95,excludes_zero
Mkt-RF,0,91,0.048303296703296694,0.1401954121304174,0.344542634949868,-0.323032275310516,-0.40693468769464536,1.3445658825754208,False
Mkt-RF,1,61,0.14665573770491805,0.13490610237871523,1.0870949135660197,0.41952000330563577,0.5886144247030648,1.77361088088773,True
Mkt-RF,2,106,0.12267169811320754,0.17227358496145512,0.7120749135199942,0.04450000325961023,0.1740417500643071,1.282781500710978,True
SMB,0,91,-0.012975824175824182,0.08686370798882445,-0.14938142149646202,-0.11514678916361173,-0.7127890029836654,0.42151585208336345,False
SMB,1,61,-0.027639344262295095,0.10431076583388915,-0.26497115653728087,-0.23073652420443058,-0.7665032100619606,0.3642277605254813,False
SMB,2,106,0.019381132075471694,0.08912415471788719,0.21746216990018646,0.25169680223303675,-0.3476183192811231,0.7879897400174016,False
HML,0,91,-0.03989010989010989,0.08671618596562528,-0.4600076611524695,-0.4313274751005578,-1.054889862872667,0.17787120819586674,False
HML,1,61,0.02699016393442622,0.10678555375987557,0.2527510790000483,0.28143126505196,-0.3950232741593005,1.043651506350534,False
HML,2,106,0.011003773584905657,0.12935907475327835,0.08506379321197786,0.11374397926388957,-0.5952870997512313,0.7017881549684709,False
RMW,0,91,0.04854065934065935,0.05141816186877327,0.9440372346359301,0.49690225019547124,0.2875019380483296,1.64678954056452,True
RMW,1,61,-0.0009442622950819697,0.0991384106137293,-0.009524686639985352,-0.45665967108044425,-0.6982224108162302,0.6664844745678573,False
RMW,2,106,0.037947169811320756,0.07045688372055536,0.5385871160840158,0.09145213164355687,-0.06764598653510179,1.0536318105047329,False
CMA,0,91,-0.01814505494505495,0.05079051972339812,-0.3572527913451515,-0.39846205013322034,-0.9179077360983333,0.15876690093910228,False
CMA,1,61,-0.027718032786885245,0.08769437165332865,-0.3160753907498137,-0.3572846495378826,-1.0123813114100328,0.39105690449346614,False
CMA,2,106,0.03835471698113207,0.06744352006621417,0.5686938781290846,0.5274846193410156,-0.1754506525178178,1.144324818590476,False
UMD,0,91,0.09437802197802198,0.1240030254859547,0.7610945104618578,0.6455274413789933,0.30670285546635034,1.2460840170083014,True
UMD,1,61,0.016583606557377048,0.13912091874620036,0.1192028251885734,0.003635756105708904,-0.45291640381808584,0.7551636504203024,False
UMD,2,106,-0.04743396226415095,0.18035793749444648,-0.26299902806113823,-0.37856609714400274,-0.8146658234949333,0.544029922235638,False
