refit_date,state,matched_distance,sort_rule_state
2004-12-31,0,0.0,0
2004-12-31,1,0.0,1
2004-12-31,2,0.0,2
2005-12-31,0,0.05640477596086183,0
2005-12-31,1,0.3994272992941842,2
2005-12-31,2,0.21959664267890816,1
2006-12-31,0,0.86973216764552,1
2006-12-31,1,0.3161468525140386,2
2006-12-31,2,0.024231125733838628,0
2007-12-31,0,0.7119131052274914,1
2007-12-31,1,0.5937025598892768,2
2007-12-31,2,0.08128152673374459,0
2008-12-31,0,1.2407388639990349,1
2008-12-31,1,0.691755352299344,2
2008-12-31,2,1.249332079673435,0
2009-12-31,0,0.8236055973509949,2
2009-12-31,1,1.0227844679387785,1
2009-12-31,2,2.6893908073181687,0
2010-12-31,0,0.288558186733293,2
2010-12-31,1,0.0035283890520727097,1
2010-12-31,2,0.6784129970616741,0
2011-12-31,0,0.0046056809848528685,2
2011-12-31,1,0.004896971072326995,1
2011-12-31,2,0.3902889079728588,0
2012-12-31,0,0.7352771345488435,0
2012-12-31,1,0.05534549405321486,2
2012-12-31,2,0.5677492732197796,1
2013-12-31,0,0.5234453998657715,2
2013-12-31,1,0.0029868150547531468,1
2013-12-31,2,1.4739824874116394,0
2014-12-31,0,1.8993840580025134,2
2014-12-31,1,0.6425970265002643,1
2014-12-31,2,2.562736811671513,0
2015-12-31,0,1.0066797409542083,2
2015-12-31,1,0.46336688772015877,0
2015-12-31,2,0.5140006152732707,1
2016-12-31,0,1.4117830739105883,0
2016-12-31,1,0.24960826322128815,2
2016-12-31,2,0.9069386836288084,1
2017-12-31,0,0.7659837879066476,0
2017-12-31,1,0.5947004315410241,2
2017-12-31,2,0.3333780369117524,1
2018-12-31,0,0.27366276694727454,2
2018-12-31,1,0.39304944329369357,1
2018-12-31,2,0.3982270812810459,0
2019-12-31,0,1.8079630288154078,0
2019-12-31,1,0.9608267566821905,2
2019-12-31,2,0.9597126859099121,1
2020-12-31,0,0.42592748505063166,0
2020-12-31,1,0.3582424156772728,2
2020-12-31,2,0.011179787894692731,1
2021-12-31,0,2.037228900164254,1
2021-12-31,1,0.512397441221003,2
2021-12-31,2,0.9044354253804294,0
2022-12-31,0,1.3065067396882073,0
2022-12-31,1,0.5156031335863471,2
2022-12-31,2,0.44553153371042764,1
2023-12-31,0,1.4574187699884165,2
2023-12-31,1,1.2652017559382998,1
2023-12-31,2,1.174437365370087,0
2024-12-31,0,1.0845133724491915,2
2024-12-31,1,0.22741914955946288,1
2024-12-31,2,1.4916223393883299,0
2025-12-31,0,1.9059847209944687,1
2025-12-31,1,0.8583420065099353,2
2025-12-31,2,0.9328341759609533,0
